id,lyrics,label
T1_TRAIN_0016,"JXHN.P Beats. Ey No voy a llorar, cuando salga el sol Cuando salga el sol, siento que va mal Mal, mi circulación Mi circulación, no me gusta el dinero, me gusta lo que tengo y verte reír Reír, todo lo tiraste, todo lo soltaste, lo dejaste ir De ti. ¿Cómo estás tan bien? No, lo puedo hacer, dime cómo es, fuck the CV, te amo y se va, medicina y vape, creo que vo' a morir, dime cómo es, ey, aunque diga que no quiera, y aunque diga que te odio, me pone' un montón Montón, que el día no nos vigile, que digas que siga y siga. You were the one, now it’s all done, now that you are gone, i write these songs, girl, I am not dumb, you were the one, i know you are numb, now it is all done, bullshit, me dijo fuck tus excusas, que este pueblo ya me aburre, que me fuese si tanto amaba a la luna, tal vez regrese cuando no quede ninguna, y es que nada es como antes, perdí las ganas de encontrarte, ya no más volveré a llamarte, ya no más voy a llorar-te, e-eh.",NM
T1_TRAIN_0017,"Dididiri Daddy, oh, yeah ¡Wuh!, ¡Sube!, contigo la pasé muy bien Mmm, yeh, quizás esto ni fue real Mmm, ¡jefe!, no te lo voy a negar, no te pueo' sacar de mi mente Dime, quisiera volver otra vez ¿Cómo?, y dártelo una vez más Daddy, Daddy, y yo no me pienso quitar, tú eres mi vicio Su-Sube. Ah, adictiva, me dejaste con las ganas de probar más de ti, juquea’o, juquea'o, tú eres, me tienes desesperao' sin saber na’ de ti Uah, uah; ¡fuimos!. De tu cuerpo un adicto, yo me endrogo de ti y te desvisto Eh-eh, baby, yo necesito tu sobredosis como un drogadicto Eh-eh, tú me tienes enviciao' y yo adentro de ti enterrao' Enterrao', bebecita, tú me tienes enfermo, y si no estás aquí es un infierno, eh-eh, y nos prendemos en llamas, y tú gateando en mi cama Uah, y yo sé que tú a mí no me amas, pero mi cuerpo te llama; uah, uah Baby, el amor no está aquí, yo lo sé Yo lo sé, una mentira bien dicha se cree Se cree, tú eres mi heroína, y qué rica esa flor con espinas ¡Dime!. Si te dicen que yo me estoy curando, es la verdad, eres psicoactiva, como la sativa, real Hasta La Muerte, baby Uh, yeah, real Hasta La Muerte, baby, daddy, Daddy, Daddy Yankee, eh Cartel, uah, uah, you know who is this Ey, ey, ey, ey, ey, el mejor de todos los tiempos, baby Yeh, yeh, yeh, el veintitrés ¡Jajá!, daddy Yankee y Anuel, brr Brr.",M
T1_TRAIN_0018,"¡Eso es!, becky G, ay, ay, eh. Quiere que me anime a bailar Tangana, pero yo bailo quietecito mamá Me dan ganas, pongo cara de que no pasa nada Con el booty-booty, mientras empujas ese booty para atrás. Paratra', para atrás', para atrás' Trá, papi, te dejo que te acerque' un poco más, para atrás', para atrás', para atrás' Yeh, este culo lo heredé de mi mamá Wuah, booty, booty, booty, booty, booty, booty, booty, you say you like my booty and I know you wanna do me, dutty wine hasta abajo, disfrútala, amor, think you need a snack, candy Becky G Trá', te pongo a babear si bailo para ti, yo soy mala mujer Ja si vengo para Madrid, agárrate fuerte si juegas aquí, papito, tú sabes, si empiezo, no quieres que acabe, para arriba, para abajo Sí. Aún no vi su cara, no sé cómo se llama Yeh, ese booty habla sin decir nada Nah, brrr, tráelo sin pijama ¿Qué fue?, quiere conocer todosos los rincones de mi cama De mi cama; ¡Ja!, cuando quieras te hago visita guiada De madrugada, aquí tienes tu butaca reservada Woh, pon-pon ese culo tuyo encima de mi cara, quiero dar Quiero dar las gracias a tu mamá ¡Mwah!, gracias, por esa forma de andar Wow, aguacate para cenar, los demás me dan igual, que aquí nadie ha visto nada, no te tie's que preocupar ¡Eh!, pon esa chapa a vibrar. Uh, na, na, na Trá, trá, trá, mientras empujas ese booty para atrás, uh, na, na, na Trá, trá, trá; ¡Chi chi chi chi chi chi!; ¡hit it!, uh, na, na, na Trá, trá, trá; Con mi boom bom bom ba, pongo cara de que no pasa nada ¡Wuh, eso es!. Fuck you, págame, fuck you, paga-.",NM
T1_TRAIN_0019,"¿Como fui a enamorarme de ti?, habiendo tantas por ahí, ¿Qué pasó?, ¿Cómo me sucedió?, que no te puedo arrancar de mí, teniendo que vivir. Este amor secreto, que quema a fuego lento, procesión que va por dentro, enamorado de una amiga, el que te ama sin medida.",NM
T1_TRAIN_0020,"Oye, hay una cosa que te quiero decir, mira. Quiero darte un beso en HD, tenerte en 3D, verte a full color, llamarte y todo eso me hace bien, pero ya te quiero ver, en vivo es mejor. Para hacerte toda' esas cositas que a ti te gustan, llegar hasta el cielo, y hacerlo en la luna. Mejor dime dónde estás y paso a buscarte Eh-eh, que voy a darte, que voy a darte, algo inolvidable. Me vuelvo, me vuelvo loco, sin ti yo, sin ti yo, yeh. Me gustas más que el Netflix, viviendo nuestra movie, encajamos como Tetris, cuando bailas mi music, si tú pasas del tema, y te me pones exclusive, me voy con Greeicy y con Anitta pa’l jacuzzi. Contigo yo soy trending topic, mamita, tú te ves tan epic, tan rica como un buen Gin Tonic, mostrándome tu lado sexy. Desde Cádiz para el mundo, ¿Que quiénes somos? Sin ti yo, yo, yo, cNCO, me vuelvo loco Sin ti yo, yo, yo, abraham Mateo-eo, cNCO Sin ti yo, yo, yo, eh, eh, oh baby Sin ti yo, yo, yo, me vuelvo, me vuelvo loco, hmmm, tú me vuelves loco.",NM
T1_TRAIN_0021,"Algo me dice que ya no volverás, estoy seguro que esta vez no habrá marcha atrás, después de todo fui yo a decirte que no, sabes bien que no es cierto, estoy muriendo por dentro. Y ahora es que me doy cuenta que sin ti no soy nada, he perdido las fuerzas, he perdido las ganas, he intentado encontrarte en otras personas, no es igual, no es lo mismo, nos separa un abismo. Vuelve que sin ti la vida se me va, oh, vuelve que me falta el aire si tu no estas, oh, vuelve, nadie ocupara tu lugar. Y a pesar que fui yo a decirte que no, sin embargo aqui sigo insistiendote.",NM
T1_TRAIN_0022,"Levantarás el pulgar, te mostraré mi guarida, no te entregaras, como piloto de prueba, hoy no serás el rehén, de esos rumores de guerra, cuidaremos la flor, en este planeta de arena. Es un día común, dame un día común, emociones simples. Solo tenemos una doble vida, sonríe por mi doble vida. Donde esta ese pase especial, para salir del subsuelo?, si después del temblor, hay solo mascaras chinas, y tu reencarnación, tropezando en la avenida. Hazlo por mi, ah ah ah ah ah ah, ah-ha.",NM
T1_TRAIN_0023,"raga LiveGet tickets as low as $44, cuando ella me dijo que no me queria corri como un loco de pena y dolor, pense en mi tristeza quitarme la vida y entre a una cantina pa darme valor, sentado en la mesa tomando tequila entro una gitana y al verme llorar, me dijo no llores no es grave tu pena yo se que la ingrata te vendra a buscar. Le puse mi mano leyo mi furturo me dijo ella vuelve no vive sin ti, deja esa tristeza y vete seguro lo he visto en tu mano seras muy feliz, le di una moneda salio la gitana tome una guitarra y me puse a cantar, tome mas tequila y grite de alegria me puse a esperarla queriendo la amar.",NM
T1_TRAIN_0024,"Si no le contesto. Si no le contesto, se desespera, piensa que con otra estoy, haciendo lo que le hacía a ella, eah, eah, eah, como tu mente maquinea, cuando en la mía estoy, mujer, no quiero más pelea, no más pelea. Tú te sentías bien segura, bien segura de mi amor, ¿Se te olvidó que nadie manda en su corazón? Corazón, ahora me pide amor, y no tengo No tengo, en el tiempo que me pediste se murió, nada de chocolates, ni cartas, ni flores, ¿Copiaste? I am sorry, yo no los maté, mucho tiempo gasté, no lo utilizaste, solo me querías como un cuate, dime lo que tú te crees, si tengo otra gata, eso no es de tu interés, no te coja tanto estrés, solo hablemos de sex, que ahora tú eres mi ex. Y yo te dije que tú iba' a volver para atrá', que nadie como yo te iba a tratar, yo estaba seguro que tú estaba' equivoca', pero tú decidiste por la vida volar, y vuela, vuela, vuela, vuela, si quieres probar, dale, prueba, si no vale la pena, mejor que se muera, que yo sigo tranquilo gozando de la buena, a mí tú no me vengas a montar esa escena, a mí tú no me vengas con cuentitos de novelas, tú sabes que por ti yo hacía lo que fuera, que lo que tú tenías lo que quería otras girlas. Pina Como tu mente maquinea, ya les hemos demostrado bastante, demasiado, cuando en la mía estoy, nosotros somos el nuevo dream team Jaja, mujer, no quiero más pelea, no más pelea, yo se los había dicho, house Of Pleasure, en la pista el Haze Haze, el Productor de todos esos productores jajaja, productorcitos.",M
T1_TRAIN_0025,"Sabes, te cité porque hoy vamos a cortar, sé muy bien que desencaja con tu plan, que existe él, ¿Para cuándo me lo pensabas contar?, significabas todo, todo para mí, te lo juro que esperaba más de ti, pero ni hablar, yo ya no tengo nada más que hacer aquí. ¿Así o más claro?, ya me di cuenta que a mí, tú no me quieres, y yo que me esforcé un millón de veces, por hacerte feliz, por darte lo mejor, pero resulta que no sabes, ni lo que quieres. ¿Así o más claro?, de que sirvió ser tan honesto y transparente, si la traición hoy me la pones en la frente, seré buen perdedor, no hablaré mal de ti, por el respeto, de lo que llegué a quererte, procederé a olvidar, porque lo nuestro remedio, ya no tiene.",NM
T1_TRAIN_0026,", baby, hear This Music. Uh, uh, uh, ¡Wuh!. Salí jodí'o la última vez que en alguien yo confié Oh, yeh, me compré una forty y a Cupido se la vacié -cié, -cié, no me vuelvo a enamorar, no No. Sigue tu camino que sin ti me va mejor, ahora tengo a otras que me lo hacen mejor, si ante' yo era un hijo 'e puta, ahora soy peor Yeh, ahora soy peor, ahora soy peor por ti. Hoy yo no quiero fumar regular No, no, tráiganme un Kush que me haga sentir espectacular Shh, para celebrar que ya no estás tú para especular Wuh, ni joderme por todos los culo' que tengo en el celular Ah, ah, hoy se bebe, hoy se sale, ser bueno y fiel ya de nada vale Skrt, por mujeres como tú es que dicen, que todo' los hombres somo' iguale' Yeh, yeh, si no me conoce' no me señale' No, ya yo me conozco tus male' Huh, como Hector el Father, hoy yo salgo para la calle con todos mis anormale', yeh. Ahora hago todos lo que quiero Quiero, solo pienso en mí primero, yeh Wuh, tirando billete' adentro 'el putero Ah, para el carajo el amor verdadero, yo solo pienso en hacer dinero, baby, lo nuestro ya descansa en paz, me importa un carajo con quién te vas, dile a tu mai' que ya no me hace falta Nah, que ahora tengo suegras de más Wuh, tengo a la blanquita que me hace el lap dance, la rockerita que se lo meto a con todos y Vans Wuh, la prieta, la rubia, modelos, y eso es sin contar toda la' fans Wuh, yo no estoy para amores de mese', no estoy para pelea' ni estupidece', búscate a otro para que te bese, ninguno 'e eso' cabrone' a mí se parece Wuh, cada cuál tiene lo que merece Wuh, a mami dile que por mí no rece, que hoy yo salgo esta noche vira'o para la calle, y nadie va hacer que yo me enderece, yeh. Alex Killer, mambo Kingz, dJ Luian, bad Bunny, baby, hear This Music.",M
T1_TRAIN_0027,"Cada flor que tú me entregas solo huele a disculpa, en tu conciencia es donde llevas la culpa, no me pidas más perdón, ya no sé si la recuerdas cada vez que me besas, si en la cama todavía la deseas, si la buscas en mi piel. Estoy cansada, ya no quiero perdonarte, no me insistas más, ya no me quedan lágrimas para llorarte, y ahora que te vas. Llévate todo lo que nos herimos, tu amor nunca estuvo a la altura del mío, hasta te regalo tu deuda conmigo, no vuelvas aquí, llévate todos los años perdidos, lo que me juraste y nunca has cumplido, no te debo nada, te irás tan vacío, te quedas sin mí.",NM
T1_TRAIN_0028,"Aire, viento, y en mi alma, el fuego se ahoga, y solo queda el frio. Sin destino, y a passo muy lento, llevo débil, el peso de un tormento. Si tù no estas aqui, no hai manera de existir, tengo que despertar, tengo que revivir, es un inmenso vacìo, ya no hay amor aquì, tal vez me debo rendir, y sufrir en.... Silencio. Silencio, silencio, silencio. Antes el Sol era mi bendiciòn, ahora sus rayos me queman sin razòn, antes creia sin dudar en mi instinto, ahora es tan fràgil como un animal, herido. Si tù no estas aquì.",NM
T1_TRAIN_0029,"Suéltame gorila, no, que voy, que voy, voy a bailar!. Ay mi madre como duele tanto, cuando una mujer que uno quiso tanto, le deja a uno la vida hecha un joropo, pero olvídate que ya paso, pero olvídate que ya paso, que ya paso y me importa poco. Eso a mi me importa un pito ombe, por que tu eres un fundillo loco, y me pica el ombliguito.",M
T1_TRAIN_0030,"r sabido amar a esa mujer, hoy quiero soñar con lo inolvidable, con esa luna que fue de los dos, con su belleza incomparable, con sus ojos y sus lágrimas de amor. Hoy quiero soñar cuando fui su dueño, el héroe de una fábula de ayer, y hoy siento que me agobia aquel tormento, de haber roto el amor de esa mujer. Soy barco a la deriva sin su amor, perdido en este infierno de dolor, en qué estaría pensando aquella noche, en que otros labios me entregaron su calor. De qué me sirve hoy este llanto, por el amor que un día se fue, yo sólo sé vivir por ella, cómo arrancarla de mi ser.",NM
T1_TRAIN_0031,"Dímelo Vato, y chico, chico, chico, chico de la calle. Y me gustan su andar y su caminar, su manera de expresarme las cosa', porque contigo era mirar, y saber apreciar que pocos se la gozan, que cuando pasan los azules, me besa de disimulo, y le gusta a sigilo, porque yo no voy de chulo. Grande ella tiene el culo, pero yo no doy lo' dato', ridículo sería hablarle, porque no le gustan los chivatos, es madura en cuerpo una muchacha, cuando pasa le tiran ocho, a los ocho directo lo' tacha, a las ocho no' vemo' de noche. Y a escondi'as que su madre, no le gusta que yo le vea, yo muy malo y ella muy adorable, ella paz y yo una pelea. Está soltera pero dice que tiene pareja, para que ningún hombre le coja y la moleste, dice que de ninguno ella se deja, le gusta que todos se le arrastren, y conmigo no se queja, si yo caigo entre reja', ella me vería aunque no le gusta, y me conociste y yo parado, y a la tarde nos hacían foto', porque estaba investiga'o, pero pasábamo' el rato, y a ti te gusta, y yo te gusto, si fuese malo no sería lo justo, si tú fuese' mala yo me disgusto, si te fuese' yo me asusto. Y si tu madre ya quisiese, que nos fuésemos a vece', yo me iría un par de meses, dime al meno' qué te parece.",M
T1_TRAIN_0032,"Odio cuando pierdo lo que no me pertenece, y más odio si te vas sabiendo que me hieres, ahora acostumbrarme a esta soledad es mi única opción, agoté mis fuerzas y energías, y de nada me valió. Me enamoré de tus falsas palabras, me lastimaron tus acciones, el tiempo nadie lo detiene, y yo nunca te di razones para ser así, dos veces nadie se enamora, eso fue lo que prometiste, tal vez ya me llegó la hora, tal vez fue que nunca me viste, con los ojos del corazón, tal vez amarte fue mi error, y me arrepiento tanto que fui bueno contigo y tú conmigo no. Oh-oh, no, oh, oh, no-oh-oh, y tú conmigo no, oh-oh.",NM
T1_TRAIN_0033,"Del sur de América Latina, precisamente en Argentina, nació esta felina mujer que domina el perímetro cúbico de la tarima, explotando bocina', con voz de asesina, niña campesina con ambiciones peligrosa' y un futuro que me destina, no hay término mejor que me defina, como la única capaz de echarte solo a la ruina, tu jefa, presidenta de la fucking Argentina, ey Yeah, me odian porquе a las nena' las desperté Yеah, de la calle me adueñé, a tu gato se la paré Ye-Ye-Yeah, por mi barrio lo paseé en mi coche y aceleré, al toque lo descarté y a esos tonto' los re quebré Yeah, como dijo Tego, hoy en día soy cantante porque ustedes quieren Sí, yo lo hago por el arte, nunca por el ego Ego, yo soy buena pero si me pegan, pego, cuidado si me hieren, no creía en la venganza pero a veces creo, todo necesita un equilibrio y me veo, en conflicto de intereses y no me pidan que rece, porque Dios es hombre y por un hombre no me quiebro, vómito verbal, instinto animal, por las que no están, no hay supremacía que me pueda poner un bozal Tu nena trampa, no es lo que dijiste, la connotación, no es lo que me hiciste, sino la intención, es por el dinero y por la diversión, digo lo que quiero porque es mi elección, aprendí a hacer barra' de la frustración, uso mi experiencia en cada canción, no le tengo miedo a la equivocación, porque mejor que callarse es pedir perdón. Tu-Tu-Tu nena trampa, soy tu nena trampa Soy tu nena trampa, soy tu nena trampa, oh-oh-oh, ah-ah-ah, oh-oh-oh, soy tu nena— Soy tu nena—, ah-ah.",NM
T1_TRAIN_0034,Mira lo que te traje desde colima desde colima. Una peineta de oro y una chalina y una chalina. Oye maria tu mama viene. Cuentale una mentira si te conviene si te conviene. Intro.,NM
T1_TRAIN_0035,"Cuando vas a darte cuenta que vivimos otros anos, hoy el mundo nos exige que seamos mas humanos, y ahora todo se termina y me levantas la mano. Y te empenas en tratarme como lo hiciera tu padre, con aliento a rumia cana desdichada hizo a tu madre, y en su arrepentimiento ya era demasiado tarde. Te quiero pero no puedo soportarte, me voy a morir pero sera en otra parte, no quiero que nuestros hijos vean tu ejemplo, y lleguen a hacer el dano que me haces tu. Ojala que nuestra ausencia sea lo que necesitas, y aguanten las paredes todas las cosas que gritas, vamos a extranarte mucho pero el sueno no nos quitas.",NM
T1_TRAIN_0036,"veGet tickets as low as $50, quise tratarte como gente y no te gusta, quieres vivir como potranca desbocada, puedes largarte la verdad ya no me asusta, para yeguas brutas las encuentro por manada. Quiero decirte aunque te llene de amargura, que este potrillo con las mulas no se junta, a mi los cuernos no me gustan ni en pintura, no chiquitita yo no sirvo para la yunta. Coro:, ya me di cuenta que tu no sabes de rienda, sientes la silla y no dejas de reparar, eres tan bronca que cualquier soga revientas, pues te me largas ahora mismo a otro corral. Yo que so'aba con correr por la llanura, con una yegua que me diera amor sincero, pero contigo yo no voy ni a la pastura, pues me saliste con los cascos muy ligeros.",M
